id_jogo;data_jogo;adversario;local;Competicao;Fase;Rodada;jogador;posicao;minutos;gols;assistencias;cartoes_amarelos;cartoes_vermelhos;chutes;chutes_ao_gol;desarmes;interceptacoes;passes_certos;passes_chave;defesas;id_ogol_jogador;nome_completo;data_extracao;url_jogo
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Matheus Toribes;Goleiro;0;0;0;0;0;0;0;0;0;0;0;0;733867;Matheus Toribes Ferreira Souza;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Ruan Rios;Goleiro;97;0;0;0;0;0;0;0;0;0;0;0;737841;Ruan Amaral Rios;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Rayner;Zagueiro;64;0;0;0;0;0;0;0;0;0;0;0;1175696;Rayner Silva Gomes;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Jeferson Palacios;Zagueiro;91;1;0;0;0;0;0;0;0;0;0;0;787886;Jeferson David Palacios Cantillo;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Kaká;Zagueiro;97;0;0;0;0;0;0;0;0;0;0;0;807983;Karlos Henrique dos Reis Calavort;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Júnior Espeto;Lateral Esquerdo;97;0;0;0;0;0;0;0;0;0;0;0;391818;Junior Espeto;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Gabriel Amorim;Volante;97;1;0;0;0;0;0;0;0;0;0;0;1542489;Gabriel Amorim de Aguiar;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Wesley;Meia Atacante;97;0;1;0;0;0;0;0;0;0;0;0;552238;Francisco Wesley da Silva Sousa;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Francisco Neto;Meia-Central;97;0;0;0;0;0;0;0;0;0;0;0;840156;Francisco de Assis Rapozo Neto;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Lucas Titol;Meia-Central;88;1;0;0;0;0;0;0;0;0;0;0;973784;Lucas Titol Lopes;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;João Firmino;Volante;88;0;0;1;0;0;0;0;0;0;0;0;649473;João Pedro Firmino Oliveira;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Marcus Paulo;Ponta;88;0;1;0;0;0;0;0;0;0;0;0;855737;Marcus Paulo Sousa Oliveira;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Clavis Neto;Lateral Direito;0;0;0;0;0;0;0;0;0;0;0;0;1724371;Clavis Severo Leão;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
12271165;14/08/2026;Doze FC;(C);Capixaba Série B;1;7;Davi Fornaciari;Zagueiro;0;0;0;0;0;0;0;0;0;0;0;0;2522494;Davi Fornaciari Lima;2026-08-17 14:03:34;https://www.ogol.com.br/jogo/2026-08-14-linhares-fc-doze/12271165/performance
