id_jogo;data_jogo;adversario;local;Competicao;Fase;Rodada;jogador;posicao;minutos;gols;assistencias;cartoes_amarelos;cartoes_vermelhos;chutes;chutes_ao_gol;desarmes;interceptacoes;passes_certos;passes_chave;defesas;id_ogol_jogador;nome_completo;data_extracao;url_jogo
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Matheus Toribes;Goleiro;0;0;0;0;0;0;0;0;0;0;0;0;733867;Matheus Toribes Ferreira Souza;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Ruan Rios;Goleiro;98;0;0;0;0;0;0;0;0;0;0;0;737841;Ruan Amaral Rios;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Yuri Ribeiro;Lateral Direito;81;0;0;0;0;0;0;0;0;0;0;0;1461714;Yuri Ribeiro Giovanelli;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Kaká;Zagueiro;92;0;0;1;0;0;0;0;0;0;0;0;807983;Karlos Henrique dos Reis Calavort;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Rayner;Zagueiro;98;0;0;1;0;0;0;0;0;0;0;0;1175696;Rayner Silva Gomes;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Júnior Espeto;Lateral Esquerdo;98;0;0;0;0;0;0;0;0;0;0;0;391818;Junior Espeto;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Gabriel Amorim;Volante;98;0;0;0;0;0;0;0;0;0;0;0;1542489;Gabriel Amorim de Aguiar;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Francisco Neto;Meia-Central;92;1;0;0;0;0;0;0;0;0;0;0;840156;Francisco de Assis Rapozo Neto;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Lucas Titol;Meia-Central;92;0;0;1;0;0;0;0;0;0;0;0;973784;Lucas Titol Lopes;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Borjão;Volante;98;0;0;0;0;0;0;0;0;0;0;0;481421;Virgílio Santos Borges;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;João Firmino;Volante;92;0;0;0;0;0;0;0;0;0;0;0;649473;João Pedro Firmino Oliveira;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Wendy;Centroavante;98;1;0;0;0;0;0;0;0;0;0;0;391833;Wenderson Silva Neves;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
12271155;05/08/2026;CTE Colatina;(C);Capixaba Série B;1;5;Clavis Neto;Lateral Direito;0;0;0;0;0;0;0;0;0;0;0;0;1724371;Clavis Severo Leão;2026-08-06 15:14:21;https://www.ogol.com.br/jogo/2026-08-05-linhares-fc-cte-colatina/12271155/performance
