id_jogo;data_jogo;adversario;local;Competicao;Fase;Rodada;apelido;cargo;cartoes_amarelos;cartoes_vermelhos;id_ogol_comissao;nome_completo;data_extracao;url_jogo
12271178;29/08/2026;CTE Colatina;(F);Capixaba Série B;1;10;Yupi Silva;Treinador;0;0;39891;Jonair da Silva Ferreira;2026-08-30 09:44:10;https://www.ogol.com.br/jogo/2026-08-29-cte-colatina-linhares-fc/12271178/performance
12271178;29/08/2026;CTE Colatina;(F);Capixaba Série B;1;10;Karen;Auxiliar Técnica;0;0;96849;Karen da Silva Loureiro;2026-08-30 09:44:10;https://www.ogol.com.br/jogo/2026-08-29-cte-colatina-linhares-fc/12271178/performance
12271178;29/08/2026;CTE Colatina;(F);Capixaba Série B;1;10;Asamoah;Preparador de Goleiros;0;0;96620;Marcos Vinicius Vieira Lima Furguilin;2026-08-30 09:44:10;https://www.ogol.com.br/jogo/2026-08-29-cte-colatina-linhares-fc/12271178/performance
12271178;29/08/2026;CTE Colatina;(F);Capixaba Série B;1;10;Marya Eduarda;Massagista;0;0;96846;Marya Eduarda Cabral de Carvalho Mello;2026-08-30 09:44:10;https://www.ogol.com.br/jogo/2026-08-29-cte-colatina-linhares-fc/12271178/performance
